,,,Limstox360,Freezio_,MonMauvais,GoldMonster338,geek59,Naos0,acdc_zdnl,roselfe,Gaethap,alin,Razor2759,JojoLapero,rathur000,Cronox54,reppssomewhiles,heineswatchbook,uncessynthesize,stagescurfiness,vulvomishitting,ahemsdedicating,atokeholographs,horalrecognised,dillycrabapples,elriclespiques,shivaperiegeses,sykerconcretize,cholicaptivated,sinewrisibility,IntegraleEpice,syncsjasperizes,foliaperseveres,naturalizee,agonykettledrum,stupadisinvests,tennoasbestosis,salutunbreeched
stats,minecraft:crafted,minecraft:anvil,15.0,22.0,23.0,9.0,12.0,18.0,35.0,35.0,33.0,7.0,31.0,30.0,10.0,2.0,6.0,8.0,11.0,20.0,3.0,4.0,5.0,27.0,21.0,26.0,33.0,13.0,14.0,24.0,1.0,17.0,27.0,19.0,15.0,24.0,29.0,31.0
stats,minecraft:crafted,minecraft:apple,20.0,5.0,20.0,13.0,20.0,6.0,10.0,18.0,17.0,6.0,20.0,20.0,20.0,4.0,13.0,20.0,20.0,20.0,9.0,3.0,20.0,20.0,20.0,20.0,20.0,11.0,20.0,11.0,1.0,15.0,16.0,2.0,20.0,20.0,19.0,8.0
stats,minecraft:crafted,minecraft:armor_stand,23.0,15.0,20.0,8.0,16.0,5.0,7.0,29.0,30.0,3.0,30.0,30.0,13.0,17.0,10.0,6.0,20.0,30.0,28.0,11.0,4.0,12.0,17.0,23.0,13.0,2.0,25.0,25.0,1.0,25.0,30.0,17.0,30.0,9.0,22.0,30.0
stats,minecraft:crafted,minecraft:arrow,8.0,19.0,19.0,4.0,13.0,9.0,3.0,9.0,19.0,6.0,19.0,15.0,11.0,19.0,19.0,19.0,18.0,19.0,12.0,19.0,19.0,14.0,16.0,19.0,19.0,7.0,19.0,19.0,1.0,19.0,2.0,19.0,19.0,19.0,5.0,16.0
stats,minecraft:crafted,minecraft:baked_potato,24.0,16.0,15.0,24.0,19.0,13.0,22.0,24.0,4.0,1.0,24.0,14.0,24.0,10.0,9.0,8.0,5.0,3.0,20.0,24.0,21.0,24.0,24.0,12.0,24.0,17.0,7.0,24.0,6.0,24.0,24.0,2.0,24.0,11.0,23.0,18.0
stats,minecraft:crafted,minecraft:barrel,26.0,20.0,18.0,26.0,4.0,8.0,2.0,26.0,26.0,3.0,22.0,17.0,13.0,16.0,10.0,14.0,6.0,26.0,5.0,20.0,23.0,26.0,11.0,26.0,15.0,9.0,12.0,26.0,1.0,26.0,26.0,18.0,25.0,24.0,26.0,7.0
stats,minecraft:crafted,minecraft:beacon,7.0,8.0,17.0,15.0,29.0,10.0,19.0,17.0,29.0,15.0,19.0,19.0,5.0,29.0,19.0,11.0,19.0,19.0,2.0,9.0,4.0,1.0,19.0,19.0,29.0,29.0,14.0,12.0,3.0,29.0,29.0,6.0,29.0,19.0,19.0,12.0
stats,minecraft:crafted,minecraft:beehive,22.0,1.0,20.0,7.0,8.0,11.0,4.0,22.0,16.0,12.0,3.0,22.0,22.0,22.0,14.0,13.0,22.0,18.0,17.0,2.0,5.0,22.0,19.0,22.0,22.0,20.0,22.0,22.0,10.0,22.0,22.0,9.0,22.0,22.0,15.0,6.0
stats,minecraft:crafted,minecraft:beetroot_seeds,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
stats,minecraft:crafted,minecraft:beetroot_soup,12.0,7.0,14.0,14.0,14.0,14.0,4.0,14.0,14.0,8.0,14.0,14.0,14.0,3.0,14.0,10.0,14.0,14.0,14.0,1.0,6.0,14.0,14.0,14.0,14.0,5.0,14.0,14.0,2.0,14.0,14.0,12.0,14.0,9.0,14.0,11.0
stats,minecraft:crafted,minecraft:bell,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
stats,minecraft:crafted,minecraft:birch_boat,11.0,11.0,21.0,21.0,13.0,3.0,7.0,21.0,21.0,1.0,21.0,21.0,21.0,21.0,7.0,6.0,21.0,7.0,13.0,13.0,13.0,21.0,21.0,21.0,13.0,2.0,4.0,21.0,4.0,13.0,21.0,13.0,13.0,21.0,21.0,7.0
stats,minecraft:crafted,minecraft:birch_button,15.0,1.0,15.0,12.0,8.0,15.0,13.0,15.0,15.0,15.0,15.0,5.0,15.0,15.0,15.0,15.0,15.0,15.0,3.0,7.0,4.0,15.0,6.0,15.0,15.0,15.0,15.0,15.0,9.0,11.0,15.0,9.0,15.0,2.0,15.0,13.0
stats,minecraft:crafted,minecraft:birch_door,9.0,16.0,20.0,14.0,16.0,4.0,20.0,20.0,20.0,9.0,20.0,20.0,20.0,14.0,3.0,9.0,20.0,9.0,20.0,6.0,7.0,20.0,20.0,9.0,20.0,7.0,5.0,20.0,1.0,20.0,20.0,2.0,20.0,16.0,16.0,20.0
stats,minecraft:crafted,minecraft:birch_fence,6.0,15.0,22.0,1.0,22.0,20.0,19.0,22.0,20.0,8.0,22.0,22.0,22.0,3.0,16.0,10.0,13.0,22.0,17.0,7.0,18.0,22.0,22.0,22.0,22.0,4.0,9.0,22.0,12.0,22.0,22.0,5.0,2.0,14.0,22.0,11.0
stats,minecraft:crafted,minecraft:birch_fence_gate,4.0,15.0,19.0,6.0,19.0,15.0,2.0,19.0,19.0,8.0,12.0,19.0,19.0,19.0,4.0,8.0,19.0,19.0,15.0,1.0,7.0,19.0,19.0,19.0,19.0,8.0,15.0,19.0,12.0,8.0,19.0,3.0,19.0,12.0,19.0,19.0
stats,minecraft:crafted,minecraft:birch_planks,32.0,7.0,12.0,24.0,15.0,5.0,11.0,35.0,13.0,28.0,30.0,14.0,25.0,3.0,4.0,2.0,20.0,27.0,9.0,1.0,16.0,23.0,8.0,35.0,34.0,17.0,26.0,29.0,18.0,31.0,22.0,6.0,21.0,10.0,33.0,19.0
stats,minecraft:crafted,minecraft:birch_pressure_plate,8.0,3.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,1.0,3.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0
stats,minecraft:crafted,minecraft:birch_sign,20.0,2.0,20.0,8.0,20.0,12.0,8.0,20.0,20.0,8.0,20.0,15.0,20.0,20.0,15.0,4.0,12.0,20.0,3.0,12.0,5.0,7.0,20.0,20.0,20.0,1.0,17.0,20.0,8.0,17.0,20.0,5.0,20.0,17.0,20.0,20.0
stats,minecraft:crafted,minecraft:birch_slab,14.0,23.0,27.0,27.0,4.0,13.0,26.0,27.0,11.0,17.0,27.0,2.0,27.0,12.0,8.0,16.0,18.0,3.0,1.0,15.0,19.0,21.0,22.0,27.0,27.0,7.0,6.0,23.0,20.0,27.0,23.0,10.0,27.0,9.0,27.0,5.0
stats,minecraft:crafted,minecraft:birch_stairs,8.0,18.0,26.0,16.0,9.0,14.0,23.0,26.0,23.0,11.0,20.0,2.0,26.0,6.0,12.0,23.0,3.0,13.0,1.0,10.0,17.0,26.0,26.0,19.0,26.0,5.0,7.0,26.0,21.0,26.0,26.0,4.0,26.0,14.0,22.0,26.0
stats,minecraft:crafted,minecraft:birch_trapdoor,22.0,3.0,22.0,8.0,7.0,2.0,10.0,22.0,22.0,8.0,22.0,17.0,22.0,22.0,16.0,22.0,13.0,12.0,1.0,11.0,17.0,22.0,20.0,22.0,22.0,21.0,14.0,22.0,6.0,17.0,22.0,22.0,5.0,4.0,22.0,15.0
stats,minecraft:crafted,minecraft:birch_wood,13.0,8.0,12.0,13.0,6.0,10.0,9.0,13.0,1.0,13.0,13.0,13.0,13.0,3.0,13.0,13.0,13.0,13.0,2.0,3.0,10.0,13.0,13.0,13.0,13.0,5.0,13.0,13.0,13.0,13.0,13.0,13.0,6.0,13.0,13.0,13.0
stats,minecraft:crafted,minecraft:black_banner,11.0,21.0,24.0,24.0,6.0,17.0,24.0,22.0,16.0,1.0,22.0,24.0,8.0,9.0,14.0,7.0,15.0,12.0,24.0,4.0,2.0,24.0,18.0,5.0,24.0,10.0,13.0,24.0,3.0,18.0,24.0,24.0,24.0,18.0,24.0,24.0
stats,minecraft:crafted,minecraft:black_bed,13.0,9.0,13.0,13.0,13.0,8.0,11.0,13.0,13.0,3.0,13.0,13.0,13.0,6.0,13.0,1.0,13.0,13.0,13.0,2.0,11.0,4.0,13.0,13.0,7.0,13.0,13.0,13.0,5.0,13.0,10.0,13.0,13.0,13.0,13.0,13.0
stats,minecraft:crafted,minecraft:black_candle,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
stats,minecraft:crafted,minecraft:black_carpet,14.0,6.0,14.0,14.0,10.0,8.0,7.0,9.0,14.0,4.0,14.0,12.0,14.0,11.0,3.0,1.0,14.0,14.0,14.0,2.0,5.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
stats,minecraft:crafted,minecraft:black_concrete_powder,19.0,8.0,19.0,19.0,19.0,12.0,5.0,19.0,19.0,19.0,17.0,19.0,19.0,14.0,11.0,1.0,19.0,19.0,3.0,2.0,10.0,19.0,19.0,19.0,19.0,6.0,16.0,9.0,4.0,7.0,13.0,18.0,19.0,15.0,19.0,19.0
stats,minecraft:crafted,minecraft:black_dye,32.0,10.0,1.0,32.0,22.0,20.0,9.0,25.0,13.0,27.0,23.0,8.0,30.0,17.0,4.0,2.0,16.0,14.0,7.0,6.0,5.0,20.0,12.0,32.0,32.0,11.0,28.0,18.0,3.0,15.0,24.0,28.0,19.0,26.0,31.0,32.0
stats,minecraft:crafted,minecraft:black_glazed_terracotta,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
stats,minecraft:crafted,minecraft:black_shulker_box,10.0,10.0,10.0,10.0,10.0,5.0,6.0,10.0,10.0,10.0,10.0,4.0,10.0,3.0,10.0,8.0,10.0,6.0,8.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
stats,minecraft:crafted,minecraft:black_stained_glass,15.0,5.0,15.0,15.0,11.0,12.0,15.0,15.0,2.0,15.0,4.0,12.0,5.0,15.0,12.0,9.0,15.0,15.0,1.0,8.0,15.0,15.0,3.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0,7.0,15.0,15.0,15.0,15.0,15.0
stats,minecraft:crafted,minecraft:black_stained_glass_pane,10.0,10.0,10.0,10.0,3.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,5.0,8.0,10.0,1.0,10.0,7.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,10.0,10.0,10.0,10.0
stats,minecraft:crafted,minecraft:black_terracotta,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,10.0,8.0,3.0,10.0,5.0,10.0,10.0,10.0,10.0,1.0,10.0,10.0,2.0,10.0,10.0,10.0,4.0,10.0,10.0,10.0
stats,minecraft:crafted,minecraft:black_wool,15.0,15.0,1.0,15.0,15.0,8.0,9.0,15.0,15.0,15.0,10.0,14.0,15.0,15.0,2.0,6.0,7.0,3.0,15.0,15.0,4.0,15.0,12.0,15.0,15.0,15.0,15.0,11.0,13.0,5.0,15.0,15.0,15.0,15.0,15.0,15.0
stats,minecraft:crafted,minecraft:blackstone,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
stats,minecraft:crafted,minecraft:blackstone_slab,10.0,6.0,10.0,10.0,10.0,10.0,1.0,10.0,10.0,10.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,5.0,10.0,3.0,10.0,10.0,4.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0
stats,minecraft:crafted,minecraft:blackstone_stairs,8.0,3.0,8.0,8.0,8.0,8.0,2.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,3.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0
stats,minecraft:crafted,minecraft:blackstone_wall,9.0,3.0,9.0,9.0,2.0,9.0,4.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,5.0,9.0,9.0,9.0,6.0,7.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
stats,minecraft:crafted,minecraft:blast_furnace,17.0,8.0,17.0,2.0,17.0,3.0,1.0,17.0,13.0,4.0,17.0,17.0,17.0,17.0,17.0,17.0,13.0,4.0,15.0,6.0,17.0,15.0,17.0,17.0,17.0,9.0,17.0,17.0,9.0,11.0,17.0,17.0,17.0,17.0,7.0,11.0
stats,minecraft:crafted,minecraft:blaze_powder,11.0,7.0,25.0,14.0,33.0,24.0,8.0,17.0,28.0,15.0,29.0,29.0,9.0,5.0,27.0,10.0,16.0,20.0,32.0,2.0,3.0,21.0,33.0,18.0,33.0,6.0,13.0,19.0,1.0,26.0,12.0,4.0,33.0,23.0,22.0,29.0
stats,minecraft:crafted,minecraft:blue_banner,7.0,4.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
stats,minecraft:crafted,minecraft:blue_bed,13.0,11.0,13.0,13.0,13.0,11.0,13.0,5.0,13.0,2.0,13.0,4.0,6.0,13.0,13.0,1.0,13.0,13.0,13.0,10.0,7.0,13.0,7.0,13.0,13.0,13.0,13.0,13.0,3.0,13.0,13.0,13.0,13.0,13.0,13.0,7.0
stats,minecraft:crafted,minecraft:blue_candle,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
stats,minecraft:crafted,minecraft:blue_carpet,12.0,7.0,12.0,12.0,12.0,2.0,6.0,12.0,12.0,5.0,12.0,12.0,12.0,12.0,12.0,1.0,12.0,12.0,12.0,7.0,7.0,12.0,12.0,12.0,12.0,12.0,3.0,12.0,7.0,12.0,12.0,7.0,4.0,12.0,12.0,12.0
stats,minecraft:crafted,minecraft:blue_concrete_powder,10.0,10.0,10.0,10.0,10.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,10.0,6.0,10.0,10.0,7.0,3.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,8.0,10.0,4.0,10.0,10.0,10.0
stats,minecraft:crafted,minecraft:blue_dye,30.0,15.0,13.0,30.0,22.0,7.0,28.0,30.0,18.0,10.0,30.0,17.0,24.0,6.0,21.0,2.0,23.0,16.0,9.0,3.0,8.0,20.0,19.0,30.0,30.0,5.0,12.0,30.0,1.0,29.0,26.0,11.0,14.0,27.0,25.0,4.0
stats,minecraft:crafted,minecraft:blue_glazed_terracotta,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
stats,minecraft:crafted,minecraft:blue_ice,10.0,2.0,10.0,10.0,10.0,6.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,10.0,3.0,10.0,5.0,10.0,10.0,4.0,10.0,10.0
stats,minecraft:crafted,minecraft:blue_orchid,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
stats,minecraft:crafted,minecraft:blue_shulker_box,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,2.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0
stats,minecraft:crafted,minecraft:blue_stained_glass,15.0,11.0,15.0,15.0,7.0,7.0,15.0,15.0,2.0,15.0,15.0,14.0,15.0,15.0,6.0,9.0,15.0,2.0,5.0,4.0,15.0,15.0,15.0,15.0,15.0,1.0,15.0,15.0,15.0,12.0,15.0,15.0,10.0,15.0,15.0,12.0
stats,minecraft:crafted,minecraft:blue_stained_glass_pane,6.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,1.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
stats,minecraft:crafted,minecraft:blue_terracotta,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,3.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
stats,minecraft:crafted,minecraft:blue_wool,14.0,14.0,14.0,14.0,14.0,14.0,10.0,14.0,14.0,4.0,14.0,2.0,3.0,14.0,5.0,1.0,11.0,14.0,6.0,14.0,9.0,14.0,7.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,7.0,12.0
stats,minecraft:crafted,minecraft:bone_block,24.0,6.0,24.0,21.0,11.0,10.0,24.0,24.0,18.0,24.0,24.0,15.0,24.0,2.0,17.0,7.0,4.0,9.0,24.0,3.0,13.0,24.0,24.0,24.0,12.0,16.0,22.0,20.0,1.0,24.0,24.0,22.0,14.0,19.0,5.0,8.0
stats,minecraft:crafted,minecraft:bone_meal,34.0,8.0,4.0,33.0,15.0,12.0,5.0,34.0,25.0,10.0,29.0,22.0,21.0,11.0,32.0,7.0,6.0,23.0,17.0,1.0,3.0,30.0,19.0,34.0,18.0,14.0,27.0,24.0,2.0,28.0,31.0,26.0,20.0,16.0,9.0,13.0
stats,minecraft:crafted,minecraft:book,16.0,10.0,24.0,1.0,31.0,7.0,31.0,30.0,13.0,27.0,31.0,25.0,19.0,26.0,3.0,9.0,6.0,15.0,4.0,2.0,31.0,31.0,23.0,18.0,31.0,11.0,29.0,20.0,12.0,5.0,17.0,14.0,28.0,21.0,8.0,22.0
stats,minecraft:crafted,minecraft:bookshelf,12.0,13.0,26.0,5.0,22.0,14.0,31.0,9.0,20.0,6.0,33.0,24.0,28.0,3.0,21.0,2.0,15.0,19.0,10.0,4.0,17.0,11.0,18.0,34.0,35.0,32.0,8.0,30.0,1.0,25.0,29.0,7.0,35.0,16.0,27.0,23.0
stats,minecraft:crafted,minecraft:bow,19.0,7.0,15.0,5.0,23.0,15.0,14.0,32.0,9.0,4.0,29.0,29.0,27.0,21.0,12.0,8.0,10.0,22.0,33.0,2.0,6.0,17.0,25.0,34.0,36.0,3.0,17.0,20.0,1.0,24.0,13.0,27.0,35.0,25.0,31.0,11.0
stats,minecraft:crafted,minecraft:bowl,10.0,3.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,8.0,13.0,13.0,13.0,4.0,13.0,9.0,13.0,13.0,13.0,1.0,6.0,13.0,13.0,13.0,13.0,5.0,13.0,13.0,2.0,13.0,13.0,13.0,13.0,7.0,11.0,12.0
stats,minecraft:crafted,minecraft:brain_coral_block,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
stats,minecraft:crafted,minecraft:bread,33.0,8.0,17.0,11.0,33.0,12.0,18.0,23.0,28.0,9.0,35.0,29.0,32.0,2.0,3.0,5.0,15.0,30.0,31.0,1.0,6.0,13.0,27.0,25.0,16.0,4.0,21.0,22.0,7.0,26.0,19.0,24.0,36.0,10.0,14.0,20.0
stats,minecraft:crafted,minecraft:brewing_stand,13.0,5.0,27.0,1.0,27.0,11.0,27.0,19.0,16.0,7.0,16.0,19.0,16.0,27.0,9.0,14.0,12.0,14.0,19.0,19.0,5.0,4.0,19.0,19.0,27.0,3.0,9.0,27.0,2.0,19.0,27.0,7.0,27.0,19.0,27.0,27.0
stats,minecraft:crafted,minecraft:brick,14.0,22.0,11.0,22.0,8.0,3.0,16.0,13.0,22.0,5.0,22.0,22.0,18.0,22.0,22.0,10.0,19.0,6.0,1.0,22.0,12.0,22.0,17.0,20.0,22.0,9.0,4.0,22.0,7.0,21.0,22.0,2.0,22.0,15.0,22.0,22.0
stats,minecraft:crafted,minecraft:brick_slab,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
stats,minecraft:crafted,minecraft:brick_stairs,2.0,14.0,14.0,14.0,8.0,14.0,9.0,14.0,14.0,7.0,14.0,14.0,6.0,14.0,1.0,14.0,14.0,11.0,4.0,9.0,5.0,14.0,14.0,14.0,14.0,11.0,14.0,14.0,11.0,14.0,14.0,3.0,14.0,14.0,14.0,14.0
stats,minecraft:crafted,minecraft:brick_wall,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
stats,minecraft:crafted,minecraft:bricks,10.0,18.0,18.0,18.0,9.0,6.0,18.0,18.0,18.0,13.0,18.0,18.0,11.0,18.0,2.0,14.0,7.0,8.0,1.0,5.0,16.0,18.0,18.0,18.0,18.0,12.0,3.0,18.0,15.0,17.0,18.0,4.0,18.0,18.0,18.0,18.0
stats,minecraft:crafted,minecraft:brown_banner,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
stats,minecraft:crafted,minecraft:brown_bed,7.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0
stats,minecraft:crafted,minecraft:brown_candle,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
stats,minecraft:crafted,minecraft:brown_carpet,15.0,3.0,15.0,15.0,8.0,15.0,15.0,15.0,15.0,1.0,15.0,8.0,4.0,5.0,2.0,6.0,15.0,6.0,8.0,15.0,11.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,11.0,11.0,15.0,15.0,15.0,15.0,15.0,11.0
stats,minecraft:crafted,minecraft:brown_concrete_powder,10.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,10.0,10.0,8.0,6.0,10.0,10.0,2.0,3.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0
stats,minecraft:crafted,minecraft:brown_dye,23.0,2.0,23.0,23.0,15.0,21.0,11.0,9.0,13.0,3.0,23.0,7.0,16.0,23.0,17.0,10.0,20.0,23.0,4.0,6.0,5.0,19.0,23.0,23.0,23.0,14.0,8.0,12.0,1.0,23.0,21.0,18.0,23.0,23.0,23.0,23.0
stats,minecraft:crafted,minecraft:brown_glazed_terracotta,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,3.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
stats,minecraft:crafted,minecraft:brown_mushroom,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
stats,minecraft:crafted,minecraft:brown_shulker_box,10.0,2.0,10.0,10.0,10.0,8.0,10.0,10.0,3.0,10.0,10.0,10.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,10.0,1.0,10.0,8.0,3.0,10.0,10.0,10.0,10.0
stats,minecraft:crafted,minecraft:brown_stained_glass,6.0,4.0,6.0,6.0,5.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
stats,minecraft:crafted,minecraft:brown_stained_glass_pane,7.0,2.0,7.0,7.0,4.0,7.0,7.0,7.0,3.0,6.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
stats,minecraft:crafted,minecraft:brown_terracotta,7.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,6.0,7.0,7.0,3.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
